pl_name,pl_orbper,pl_rade,pl_bmasse,sy_dist,ra,dec,sky_coord.ra,sky_coord.dec
Kepler-17 b,1.48571092,,,720.753,298.3952437,47.8149865,298.3952437,47.8149865
Kepler-170 b,7.93058352,3.05,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93058775,2.94,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93058352,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93058775,2.94,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.9305715,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93057525,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.931,3.08,82.6,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93058775,2.94,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,,2.965,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.930563,3.44,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.930592,3.2,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 b,7.93058775,2.94,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.6658994,2.85,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66594066,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66584,3.31,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66591162,2.72,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66591162,2.72,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.665863,2.86,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,,2.774,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.666,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66591162,2.72,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.66591162,2.73,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.6659163,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-170 c,16.6658994,,,738.657,284.5211975,41.6296562,284.5211975,41.6296562
Kepler-1700 b,234.240739,3.41,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.244257,3.14,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.240739,,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.244257,3.14,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.24231655,,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.244257,3.14,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1700 b,234.239,2.901,,717.597,286.9497376,45.3537626,286.9497376,45.3537626
Kepler-1701 b,169.133455,1.99,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.13399905,,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.135056,,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.135056,2.21,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.133455,1.99,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.134,2.222,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1701 b,169.133455,1.99,,584.142,286.6088625,41.8892986,286.6088625,41.8892986
Kepler-1702 b,18.5010898,1.62,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1702 b,18.5010197,1.56,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1702 b,18.5010197,1.56,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1702 b,18.5010197,1.56,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1702 b,18.5012,1.602,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1702 b,18.5010898,,,857.14,284.9724842,44.5674794,284.9724842,44.5674794
Kepler-1704 b,988.8811177,,,835.455,291.2012559,51.1442437,291.2012559,51.1442437
Kepler-1704 b,988.8811177,10.81,,835.455,291.2012559,51.1442437,291.2012559,51.1442437
Kepler-1704 b,988.8811177,10.81,,835.455,291.2012559,51.1442437,291.2012559,51.1442437
Kepler-1704 b,988.88112,11.949,1322.16617,835.455,291.2012559,51.1442437,291.2012559,51.1442437
Kepler-1704 b,600.0,10.4,,835.455,291.2012559,51.1442437,291.2012559,51.1442437
Kepler-1705 b,9.0194714,1.07,,1633.49,301.5785316,44.3121639,301.5785316,44.3121639
Kepler-1705 b,9.0194714,,,1633.49,301.5785316,44.3121639,301.5785316,44.3121639
Kepler-1705 b,9.0194714,1.07,,1633.49,301.5785316,44.3121639,301.5785316,44.3121639
Kepler-1705 b,9.03502,2.03,4.47,1633.49,301.5785316,44.3121639,301.5785316,44.3121639
Kepler-1705 c,11.28,2.05,5.42,1633.49,301.5785316,44.3121639,301.5785316,44.3121639
Kepler-1708 b,737.1131,9.96,1462.01067,1666.69,296.8241065,43.6248197,296.8241065,43.6248197
Kepler-1709 b,65.70460002,2.57,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.7045275,2.78,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.70462,3.32,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.7045487,,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.70460002,2.57,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.70460002,2.57,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.7045275,,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-1709 b,65.70459747,3.124,,273.946,283.3748873,43.7883708,283.3748873,43.7883708
Kepler-171 b,4.166972,2.34,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,,2.723,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696217,2.44,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696217,3.2,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696217,2.44,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16695783,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696961,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696217,2.44,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.166937,2.27,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696628,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 b,4.16696628,2.74,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,,2.98,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.46347335,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.46344672,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.4634736,2.64,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.4634736,3.44,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.46347165,3.0,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.463462,2.56,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.46347165,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.463527,2.8,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.4634736,2.64,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 c,11.4634736,2.64,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6034,2.22,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6027551,1.84,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6027551,2.36,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.5968655,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.60662934,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6034,,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6027551,1.84,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.6027551,1.84,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,,2.204,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.59492,1.94,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-171 d,39.595519,1.89,,863.855,296.7719082,41.7555958,296.7719082,41.7555958
Kepler-1710 b,14.91094205,2.54,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91094205,2.54,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91110039,3.197,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.910755,2.95,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91095504,,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91095177,,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91094205,2.587,3.49494,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91094205,2.54,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1710 b,14.91095177,2.62,,305.193,291.6832878,37.7514726,291.6832878,37.7514726
Kepler-1711 b,21.0607072,,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06080055,1.923,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06046,1.84,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06075303,,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06075303,1.78,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06075647,1.94,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06075647,1.94,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1711 b,21.06075647,1.94,,590.268,298.1772916,42.2370289,298.1772916,42.2370289
Kepler-1712 b,13.81504449,1.91,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81505213,1.99,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81499958,2.284,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81505213,1.99,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81504449,,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.815058,1.94,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81505985,,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1712 b,13.81505213,1.99,,156.264,284.998698,50.1466922,284.998698,50.1466922
Kepler-1713 b,18.01164974,,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01134,1.47,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01162316,,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01164974,1.83,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01167665,1.75,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01167665,1.75,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01167665,1.75,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1713 b,18.01160049,1.717,,295.293,287.3456737,43.3783894,287.3456737,43.3783894
Kepler-1714 b,10.27531708,3.17,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27531708,3.17,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27531321,,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27531708,3.17,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27532513,,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27530003,3.264,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.27532513,3.04,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1714 b,10.275394,3.12,,409.46,293.7164655,46.2266878,293.7164655,46.2266878
Kepler-1715 b,35.59713982,2.98,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.5969684,,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.5969684,3.72,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.59743,3.15,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.59730148,4.14,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.59713982,2.98,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.59718657,,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1715 b,35.59713982,2.98,,522.605,293.9297337,41.6029048,293.9297337,41.6029048
Kepler-1716 b,35.58100128,2.425,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58355458,2.3,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58355458,2.3,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58944,2.14,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58355458,2.3,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58349688,2.03,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58349688,,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1716 b,35.58059621,,,195.439,297.2717207,43.3330644,297.2717207,43.3330644
Kepler-1717 b,30.6529373,2.38,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.6528935,2.86,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.6528935,,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.65279961,2.989,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.6529373,2.38,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.6529373,2.38,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.65268,2.3,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1717 b,30.65299127,,,1008.79,295.2126472,49.56216,295.2126472,49.56216
Kepler-1718 b,135.1879934,,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1878234,2.5,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1878234,2.5,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.18805549,,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1898,2.52,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1878234,2.5,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1879934,2.32,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1718 b,135.1880035,2.569,,375.522,292.2349191,42.9094618,292.2349191,42.9094618
Kepler-1719 b,6.14955931,3.26,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14955931,,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.149362,3.01,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14955299,3.47,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14955997,3.95,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14955299,3.47,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14955299,3.47,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-1719 b,6.14956575,,,905.406,284.7068546,38.9367566,284.7068546,38.9367566
Kepler-172 b,2.94030482,2.59,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030411,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030411,2.26,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030482,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.940309,2.35,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030411,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030411,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,,2.614,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94030077,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.940321,2.3,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 b,2.94028478,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38901755,2.35,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38899658,2.89,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.388987,2.5,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38901755,2.35,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.388996,2.86,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38901755,2.35,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38900035,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38899658,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38901755,2.35,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,,2.917,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 c,6.38894797,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62707812,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62698952,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62677024,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62709685,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62698952,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,,2.726,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62709685,2.7,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62719,2.3,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62698952,2.25,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.62698952,2.21,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 d,14.627119,2.25,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1188577,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1185226,2.41,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,,3.287,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1185226,2.41,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.11836,3.0,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1184432,3.26,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.118736,2.76,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1184432,,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1185226,2.41,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-172 e,35.1185226,2.47,,828.592,283.3684093,41.821839,283.3684093,41.821839
Kepler-1720 b,12.70639992,3.216,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70636123,2.75,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70637048,3.17,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70636123,,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.706784,3.2,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70637048,3.17,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70633322,,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1720 b,12.70637048,3.17,,629.445,296.8086813,47.1718557,296.8086813,47.1718557
Kepler-1721 b,4.59239382,,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59239084,2.57,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59239084,2.57,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59239084,2.57,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59239382,2.51,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59238005,3.119,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.592392,2.28,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1721 b,4.59238514,,,641.374,283.5441984,45.2256548,283.5441984,45.2256548
Kepler-1722 b,9.17858057,2.33,,772.283,296.6627402,41.2611985,296.6627402,41.2611985
Kepler-1722 b,9.17856979,2.867,,772.283,296.6627402,41.2611985,296.6627402,41.2611985
Kepler-1722 b,9.17858057,2.33,,772.283,296.6627402,41.2611985,296.6627402,41.2611985
Kepler-1722 b,9.17858526,2.3,,772.283,296.6627402,41.2611985,296.6627402,41.2611985
Kepler-1722 b,9.178475,2.2,,772.283,296.6627402,41.2611985,296.6627402,41.2611985
